P2ACE,P1NETPOINTWON,P1BREAKPOINTWON,P1ACE,P1FIRSTSRVWON,P1FIRSTSRVIN,P2UNFERR,P1DOUBLEFAULT,P2NETPOINT,P1FORCEDERROR,P2BREAKPOINTMISSED,P2NETPOINTWON,P2DOUBLEFAULT,P2SECONDSRVIN,P2FIRSTSRVIN,P2SECONDSRVWON,P2WINNER,P2BREAKPOINTWON,P1SECONDSRVIN,P1WINNER,P2BREAKPOINT,P2FORCEDERROR,P1NETPOINT,P1BREAKPOINTMISSED,P1UNFERR,P2FIRSTSRVWON,P1BREAKPOINT,P1SECONDSRVWON,SURF_CODE,WINNER
6,39,3,5,0,0,37,9,26,0,10,18,6,0,0,0,36,7,0,48,10,0,53,10,73,0,10,0,0,Player2
2,14,4,9,0,0,33,2,28,0,1,19,2,0,0,0,29,0,0,41,1,0,18,12,19,0,12,0,0,Player1
5,17,5,7,0,0,56,2,30,0,18,12,3,0,0,0,48,7,0,32,18,0,40,11,64,0,11,0,0,Player2
3,28,3,1,0,0,37,2,29,0,16,20,5,0,0,0,34,7,0,29,16,0,46,12,53,0,12,0,0,Player2
6,32,8,3,0,0,55,3,89,0,18,60,6,0,0,0,58,7,0,55,18,0,51,17,40,0,17,0,0,Player2
2,23,6,6,0,0,57,2,35,0,19,21,3,0,0,0,38,8,0,31,19,0,36,12,54,0,12,0,0,Player2
15,13,2,2,0,0,44,7,31,0,10,24,3,0,0,0,54,5,0,18,10,0,21,6,19,0,6,0,0,Player2
5,18,4,5,0,0,34,0,18,0,6,15,1,0,0,0,30,5,0,35,6,0,29,11,58,0,11,0,0,Player2
1,3,0,0,0,0,7,2,6,0,7,6,1,0,0,0,16,5,0,5,7,0,7,2,18,0,2,0,0,Player2
14,20,3,3,0,0,35,9,14,0,12,10,5,0,0,0,41,7,0,22,12,0,29,3,38,0,3,0,0,Player2
2,28,9,16,0,0,63,4,34,0,16,20,9,0,0,0,30,6,0,61,16,0,40,20,73,0,20,0,0,Player1
6,27,2,22,0,0,29,7,10,0,10,9,1,0,0,0,30,3,0,52,10,0,46,3,50,0,3,0,0,Player2
1,17,5,21,0,0,19,1,9,0,1,8,0,0,0,0,10,0,0,47,1,0,23,8,36,0,8,0,0,Player1
1,20,8,4,0,0,59,5,30,0,12,17,8,0,0,0,19,5,0,41,12,0,31,15,67,0,15,0,0,Player1
9,31,3,13,0,0,39,5,30,0,22,20,2,0,0,0,43,8,0,49,22,0,44,7,51,0,7,0,0,Player2
7,36,4,43,0,0,33,2,44,0,15,35,5,0,0,0,67,5,0,88,15,0,66,10,69,0,10,0,0,Player1
6,17,3,0,0,0,34,2,45,0,12,31,5,0,0,0,34,6,0,32,12,0,31,7,36,0,7,0,0,Player2
2,14,5,9,0,0,37,1,34,0,5,19,2,0,0,0,27,1,0,45,5,0,20,12,38,0,12,0,0,Player1
2,16,2,8,0,0,17,4,16,0,10,14,2,0,0,0,36,6,0,30,10,0,29,4,38,0,4,0,0,Player2
0,7,8,7,0,0,26,1,21,0,1,9,5,0,0,0,12,0,0,31,1,0,12,13,8,0,13,0,0,Player1
7,21,2,23,0,0,32,6,19,0,5,14,7,0,0,0,27,3,0,58,5,0,40,8,54,0,8,0,0,Player2
6,12,1,5,0,0,8,1,16,0,12,14,1,0,0,0,33,6,0,24,12,0,19,1,33,0,1,0,0,Player2
1,12,3,1,0,0,30,1,20,0,13,16,3,0,0,0,43,8,0,18,13,0,21,6,31,0,6,0,0,Player2
2,20,6,7,0,0,23,2,50,0,5,26,3,0,0,0,18,0,0,48,5,0,27,13,11,0,13,0,0,Player1
9,31,9,5,0,0,55,2,30,0,15,17,11,0,0,0,43,8,0,61,15,0,51,26,72,0,26,0,0,Player1
4,33,6,7,0,0,30,3,29,0,13,18,4,0,0,0,50,7,0,54,13,0,55,7,51,0,7,0,0,Player2
6,8,0,0,0,0,20,1,33,0,7,22,1,0,0,0,35,6,0,13,7,0,17,6,20,0,6,0,0,Player2
4,17,1,1,0,0,33,1,26,0,8,22,0,0,0,0,31,5,0,22,8,0,24,3,37,0,3,0,0,Player2
8,10,0,6,0,0,13,3,4,0,10,4,1,0,0,0,17,7,0,18,10,0,17,0,40,0,0,0,0,Player2
13,32,6,22,0,0,61,3,25,0,9,16,2,0,0,0,41,4,0,80,9,0,46,18,78,0,18,0,0,Player2
9,33,0,15,0,0,13,3,17,0,6,12,0,0,0,0,55,2,0,40,6,0,63,2,35,0,2,0,0,Player2
16,12,2,14,0,0,40,6,15,0,4,6,5,0,0,0,41,0,0,49,4,0,16,11,28,0,11,0,0,Player1
6,15,3,4,0,0,26,2,15,0,16,10,0,0,0,0,31,6,0,30,16,0,30,3,49,0,3,0,0,Player2
16,32,1,30,0,0,30,3,42,0,11,30,12,0,0,0,55,6,0,64,11,0,52,4,51,0,4,0,0,Player2
2,7,1,8,0,0,19,3,10,0,12,8,0,0,0,0,27,6,0,17,12,0,10,5,30,0,5,0,0,Player2
3,11,8,15,0,0,37,3,26,0,6,20,6,0,0,0,23,4,0,55,6,0,21,12,34,0,12,0,0,Player1
5,18,2,1,0,0,23,3,15,0,9,14,3,0,0,0,36,7,0,16,9,0,32,3,27,0,3,0,0,Player2
0,2,8,4,0,0,27,0,5,0,3,3,0,0,0,0,5,2,0,18,3,0,3,12,16,0,12,0,0,Player1
13,18,6,1,0,0,70,5,44,0,12,27,3,0,0,0,50,4,0,37,12,0,31,19,30,0,19,0,0,Player1
13,3,1,0,0,0,28,2,21,0,10,16,3,0,0,0,45,6,0,13,10,0,8,5,32,0,5,0,0,Player2
16,28,1,28,0,0,41,4,12,0,9,10,3,0,0,0,54,2,0,70,9,0,37,9,41,0,9,0,0,Player1
4,18,1,10,0,0,14,6,6,0,18,5,1,0,0,0,20,5,0,26,18,0,25,4,52,0,4,0,0,Player2
2,21,5,3,0,0,36,0,14,0,4,8,1,0,0,0,18,2,0,35,4,0,27,12,39,0,12,0,0,Player1
1,20,7,4,0,0,39,3,18,0,10,12,2,0,0,0,30,2,0,36,10,0,23,18,27,0,18,0,0,Player1
5,8,1,5,0,0,22,3,18,0,8,15,1,0,0,0,38,5,0,20,8,0,11,6,27,0,6,0,0,Player2
6,31,2,17,0,0,30,5,13,0,13,10,2,0,0,0,57,5,0,66,13,0,58,13,56,0,13,0,0,Player2
9,21,11,11,0,0,86,6,23,0,24,16,10,0,0,0,47,7,0,49,24,0,28,26,69,0,26,0,0,Player1
4,35,3,11,0,0,34,5,7,0,16,4,1,0,0,0,36,6,0,46,16,0,57,10,63,0,10,0,0,Player2
10,23,7,9,0,0,71,2,15,0,6,14,4,0,0,0,44,4,0,57,6,0,32,20,69,0,20,0,0,Player1
2,5,4,1,0,0,36,1,18,0,3,12,1,0,0,0,19,0,0,14,3,0,6,7,12,0,7,0,0,Player1
0,3,2,7,0,0,17,6,11,0,4,7,1,0,0,0,13,4,0,17,4,0,5,5,43,0,5,0,0,Player2
0,24,5,0,0,0,36,5,35,0,18,26,2,0,0,0,39,9,0,36,18,0,49,19,54,0,19,0,0,Player2
6,0,0,3,0,0,25,7,7,0,9,5,4,0,0,0,18,5,0,10,9,0,2,3,31,0,3,0,0,Player2
2,2,3,3,0,0,32,7,7,0,1,4,10,0,0,0,11,0,0,10,1,0,4,7,25,0,7,0,0,Player1
1,12,3,0,0,0,27,3,7,0,10,3,2,0,0,0,25,5,0,28,10,0,14,8,38,0,8,0,0,Player2
3,2,1,1,0,0,37,3,9,0,13,7,3,0,0,0,28,5,0,8,13,0,2,4,29,0,4,0,0,Player2
0,2,2,0,0,0,24,5,5,0,14,4,0,0,0,0,16,6,0,7,14,0,2,2,24,0,2,0,0,Player2
0,2,6,0,0,0,27,5,4,0,1,2,3,0,0,0,10,0,0,15,1,0,3,10,15,0,10,0,0,Player1
0,5,7,1,0,0,24,2,3,0,9,2,4,0,0,0,13,3,0,21,9,0,5,9,23,0,9,0,0,Player1
2,7,7,0,0,0,32,5,9,0,16,7,3,0,0,0,24,9,0,21,16,0,15,13,37,0,13,0,0,Player2
5,4,2,4,0,0,13,6,3,0,9,2,5,0,0,0,14,4,0,23,9,0,6,6,33,0,6,0,0,Player2
3,8,5,5,0,0,33,2,9,0,4,5,4,0,0,0,13,1,0,21,4,0,12,9,21,0,9,0,0,Player1
6,51,4,4,0,0,13,5,17,0,13,12,1,0,0,0,29,7,0,81,13,0,71,17,65,0,17,0,0,Player2
0,15,7,2,0,0,62,9,23,0,13,19,6,0,0,0,37,6,0,25,13,0,17,14,57,0,14,0,0,Player1
0,3,7,3,0,0,47,1,4,0,5,3,4,0,0,0,11,3,0,16,5,0,4,14,39,0,14,0,0,Player1
3,6,4,6,0,0,24,2,7,0,5,5,0,0,0,0,15,0,0,21,5,0,9,6,16,0,6,0,0,Player1
3,0,1,0,0,0,16,2,4,0,9,3,5,0,0,0,14,6,0,4,9,0,3,5,18,0,5,0,0,Player2
8,3,3,3,0,0,26,3,12,0,12,11,2,0,0,0,28,5,0,12,12,0,5,6,33,0,6,0,0,Player2
0,1,0,2,0,0,17,2,5,0,8,5,3,0,0,0,6,5,0,7,8,0,1,2,28,0,2,0,0,Player2
3,1,4,2,0,0,32,3,0,0,0,0,4,0,0,0,13,0,0,12,0,0,2,9,13,0,9,0,0,Player1
7,5,2,2,0,0,21,4,3,0,13,3,5,0,0,0,17,6,0,12,13,0,7,3,31,0,3,0,0,Player2
4,6,0,0,0,0,22,0,25,0,10,17,0,0,0,0,32,4,0,7,10,0,11,0,15,0,0,0,0,Player2
6,9,3,2,0,0,42,6,4,0,7,4,4,0,0,0,28,0,0,11,7,0,14,3,14,0,3,0,0,Player1
2,5,1,2,0,0,20,3,12,0,11,8,5,0,0,0,19,6,0,7,11,0,10,2,19,0,2,0,0,Player2
0,6,4,9,0,0,44,1,16,0,6,8,1,0,0,0,20,2,0,19,6,0,10,9,24,0,9,0,0,Player1
0,21,5,0,0,0,24,5,21,0,15,13,2,0,0,0,14,7,0,29,15,0,34,11,47,0,11,0,0,Player2
1,13,6,3,0,0,49,0,13,0,14,10,5,0,0,0,47,5,0,31,14,0,21,14,33,0,14,0,0,Player1
0,9,2,0,0,0,30,5,8,0,8,6,6,0,0,0,10,5,0,15,8,0,17,2,45,0,2,0,0,Player2
0,7,5,0,0,0,12,2,7,0,1,5,1,0,0,0,3,0,0,15,1,0,7,8,13,0,8,0,0,Player1
1,16,9,1,0,0,50,7,10,0,14,7,7,0,0,0,25,10,0,30,14,0,23,18,53,0,18,0,0,Player2
1,7,6,1,0,0,19,0,7,0,1,3,4,0,0,0,9,0,0,16,1,0,9,8,7,0,8,0,0,Player1
3,2,1,1,0,0,14,5,5,0,11,3,0,0,0,0,17,5,0,5,11,0,2,1,29,0,1,0,0,Player2
0,3,6,5,0,0,33,2,6,0,0,4,3,0,0,0,8,0,0,14,0,0,4,9,12,0,9,0,0,Player1
1,10,4,0,0,0,40,3,8,0,4,5,3,0,0,0,23,1,0,18,4,0,10,9,23,0,9,0,0,Player1
2,9,4,3,0,0,21,3,15,0,5,9,3,0,0,0,26,1,0,37,5,0,11,12,27,0,12,0,0,Player1
0,15,2,2,0,0,16,9,11,0,12,6,0,0,0,0,15,5,0,20,12,0,22,3,35,0,3,0,0,Player2
1,1,0,1,0,0,17,3,7,0,3,5,0,0,0,0,15,3,0,2,3,0,3,3,11,0,3,0,0,Player2
3,9,1,1,0,0,11,6,17,0,9,11,0,0,0,0,15,5,0,26,9,0,12,3,28,0,3,0,0,Player2
2,8,3,4,0,0,41,4,10,0,8,5,5,0,0,0,32,1,0,16,8,0,11,4,11,0,4,0,0,Player1
8,7,6,1,0,0,37,6,13,0,13,7,12,0,0,0,32,8,0,36,13,0,10,17,58,0,17,0,0,Player2
4,7,1,1,0,0,22,1,17,0,7,12,1,0,0,0,18,5,0,7,7,0,12,1,21,0,1,0,0,Player2
0,14,5,1,0,0,8,3,9,0,3,2,0,0,0,0,3,1,0,20,3,0,17,6,22,0,6,0,0,Player1
0,8,5,2,0,0,44,7,24,0,13,16,2,0,0,0,16,6,0,23,13,0,12,12,48,0,12,0,0,Player2
1,8,7,0,0,0,32,1,18,0,8,8,2,0,0,0,21,3,0,31,8,0,11,18,24,0,18,0,0,Player1
2,4,0,1,0,0,20,3,5,0,10,3,2,0,0,0,23,6,0,6,10,0,7,3,25,0,3,0,0,Player2
1,5,5,0,0,0,33,0,26,0,9,17,2,0,0,0,24,1,0,19,9,0,7,8,16,0,8,0,0,Player1
0,17,2,1,0,0,24,1,13,0,9,10,2,0,0,0,20,5,0,17,9,0,34,2,23,0,2,0,0,Player2
2,4,1,0,0,0,15,9,8,0,8,6,4,0,0,0,15,4,0,17,8,0,6,4,28,0,4,0,0,Player2
0,20,7,2,0,0,24,11,16,0,17,11,3,0,0,0,16,9,0,47,17,0,25,14,61,0,14,0,0,Player2
1,9,0,4,0,0,11,7,8,0,6,7,3,0,0,0,17,4,0,14,6,0,14,0,23,0,0,0,0,Player2
3,4,3,0,0,0,48,5,24,0,8,15,3,0,0,0,31,4,0,15,8,0,4,4,21,0,4,0,0,Player2
0,15,6,3,0,0,16,1,10,0,6,7,0,0,0,0,14,2,0,23,6,0,25,7,13,0,7,0,0,Player1
1,7,1,2,0,0,16,3,12,0,10,8,0,0,0,0,16,6,0,12,10,0,11,11,26,0,11,0,0,Player2
0,6,5,1,0,0,23,3,7,0,7,6,3,0,0,0,12,2,0,27,7,0,6,11,18,0,11,0,0,Player1
2,12,3,0,0,0,28,7,8,0,3,8,4,0,0,0,20,0,0,19,3,0,16,6,20,0,6,0,0,Player1
1,10,0,3,0,0,12,2,4,0,12,4,0,0,0,0,22,4,0,21,12,0,14,0,24,0,0,0,0,Player2
8,4,2,1,0,0,37,5,30,0,6,18,5,0,0,0,47,4,0,21,6,0,7,13,32,0,13,0,0,Player2
2,10,0,2,0,0,10,0,9,0,5,4,1,0,0,0,10,4,0,21,5,0,16,6,34,0,6,0,0,Player2
1,11,3,0,0,0,24,3,13,0,9,11,1,0,0,0,27,5,0,18,9,0,17,7,37,0,7,0,0,Player2
3,7,0,0,0,0,16,4,4,0,9,3,2,0,0,0,19,5,0,7,9,0,10,4,21,0,4,0,0,Player2
3,18,7,4,0,0,27,7,15,0,10,12,4,0,0,0,22,6,0,37,10,0,24,10,36,0,10,0,0,Player1
1,8,1,0,0,0,22,3,9,0,9,5,1,0,0,0,34,6,0,14,9,0,13,6,25,0,6,0,0,Player2
0,18,4,1,0,0,30,7,17,0,15,13,2,0,0,0,28,9,0,37,15,0,37,11,54,0,11,0,0,Player2
1,7,4,1,0,0,21,4,9,0,4,5,3,0,0,0,7,1,0,28,4,0,11,4,33,0,4,0,0,Player1
1,8,3,0,0,0,29,1,8,0,9,5,5,0,0,0,22,5,0,14,9,0,12,9,26,0,9,0,0,Player2
3,2,0,1,0,0,3,1,9,0,9,8,0,0,0,0,23,4,0,4,9,0,4,0,3,0,0,0,0,Player2
1,6,6,0,0,0,50,1,21,0,6,15,7,0,0,0,26,2,0,12,6,0,7,12,15,0,12,0,0,Player1
4,4,5,4,0,0,46,6,11,0,11,6,6,0,0,0,39,5,0,20,11,0,4,7,41,0,7,0,0,Player1
3,6,4,2,0,0,26,4,2,0,2,2,1,0,0,0,16,0,0,19,2,0,11,10,17,0,10,0,0,Player1
0,5,1,0,0,0,3,1,4,0,9,3,1,0,0,0,10,6,0,11,9,0,10,1,27,0,1,0,0,Player2
9,2,5,1,0,0,37,0,4,0,2,1,7,0,0,0,24,1,0,16,2,0,3,15,17,0,15,0,0,Player1
1,5,3,3,0,0,47,4,6,0,12,5,8,0,0,0,23,5,0,21,12,0,9,10,29,0,10,0,0,Player2
0,5,6,0,0,0,47,0,13,0,5,5,5,0,0,0,19,2,0,10,5,0,8,9,18,0,9,0,0,Player1
7,5,1,4,0,0,23,7,15,0,6,8,2,0,0,0,30,3,0,14,6,0,9,4,26,0,4,0,0,Player2
4,5,4,3,0,0,40,1,10,0,13,9,1,0,0,0,39,6,0,13,13,0,12,5,26,0,5,0,0,Player2
1,21,10,2,0,0,31,6,8,0,11,4,5,0,0,0,16,5,0,39,11,0,26,17,38,0,17,0,0,Player1
1,11,4,1,0,0,44,1,18,0,14,14,2,0,0,0,36,6,0,17,14,0,20,11,25,0,11,0,0,Player2
1,8,4,1,0,0,40,5,21,0,11,16,7,0,0,0,20,4,0,26,11,0,14,12,44,0,12,0,0,Player2
4,3,5,0,0,0,41,10,9,0,14,7,4,0,0,0,29,3,0,18,14,0,3,5,30,0,5,0,0,Player1
1,7,5,0,0,0,30,4,6,0,4,3,3,0,0,0,14,1,0,14,4,0,8,7,12,0,7,0,0,Player1
5,9,4,9,0,0,32,2,13,0,3,7,4,0,0,0,27,0,0,31,3,0,11,7,15,0,7,0,0,Player1
3,9,6,10,0,0,55,2,40,0,14,32,3,0,0,0,42,5,0,29,14,0,17,13,46,0,13,0,0,Player1
5,17,4,27,0,0,39,2,15,0,0,12,6,0,0,0,31,0,0,56,0,0,22,9,43,0,9,0,0,Player1
5,4,4,1,0,0,49,3,15,0,15,11,6,0,0,0,28,9,0,9,15,0,7,11,46,0,11,0,0,Player2
5,22,3,9,0,0,38,2,36,0,7,25,3,0,0,0,38,3,0,55,7,0,33,8,48,0,8,0,0,Player1
5,9,5,6,0,0,58,12,19,0,9,12,9,0,0,0,45,6,0,28,9,0,12,13,54,0,13,0,0,Player2
5,14,2,1,0,0,37,2,23,0,12,16,2,0,0,0,29,6,0,16,12,0,19,8,42,0,8,0,0,Player2
0,19,6,2,0,0,31,0,18,0,5,13,2,0,0,0,23,2,0,30,5,0,24,15,17,0,15,0,0,Player1
3,5,8,17,0,0,102,10,10,0,21,7,9,0,0,0,37,7,0,38,21,0,8,15,80,0,15,0,0,Player2
21,20,4,5,0,0,80,9,29,0,16,21,3,0,0,0,61,5,0,52,16,0,26,19,78,0,19,0,0,Player2
13,41,6,5,0,0,57,4,52,0,18,37,7,0,0,0,63,4,0,60,18,0,55,12,66,0,12,0,0,Player1
6,13,2,6,0,0,50,3,20,0,16,15,5,0,0,0,46,7,0,29,16,0,22,6,38,0,6,0,0,Player2
21,11,7,34,0,0,61,6,30,0,5,19,8,0,0,0,59,2,0,62,5,0,16,15,29,0,15,0,0,Player1
12,11,2,3,0,0,38,3,9,0,9,4,4,0,0,0,31,6,0,23,9,0,18,5,44,0,5,0,0,Player2
14,20,3,5,0,0,38,3,16,0,13,10,1,0,0,0,47,5,0,40,13,0,31,5,48,0,5,0,0,Player2
4,7,6,7,0,0,35,0,9,0,0,6,5,0,0,0,20,0,0,24,0,0,7,10,8,0,10,0,0,Player1
9,12,0,2,0,0,33,8,18,0,10,13,3,0,0,0,34,4,0,19,10,0,19,11,40,0,11,0,0,Player2
1,8,6,8,0,0,53,4,36,0,5,20,1,0,0,0,21,3,0,29,5,0,20,12,35,0,12,0,0,Player1
7,19,7,26,0,0,55,16,36,0,7,26,5,0,0,0,46,4,0,56,7,0,28,16,57,0,16,0,0,Player1
4,8,2,2,0,0,20,1,16,0,13,10,1,0,0,0,25,8,0,18,13,0,15,7,35,0,7,0,0,Player2
5,10,4,12,0,0,28,4,44,0,2,25,3,0,0,0,20,0,0,38,2,0,11,8,18,0,8,0,0,Player1
8,11,8,6,0,0,54,3,32,0,5,18,7,0,0,0,41,3,0,38,5,0,16,18,36,0,18,0,0,Player1
14,39,5,28,0,0,71,4,34,0,16,22,9,0,0,0,56,5,0,61,16,0,69,15,77,0,15,0,0,Player1
19,30,5,17,0,0,69,8,26,0,10,16,4,0,0,0,66,5,0,64,10,0,47,12,83,0,12,0,0,Player2
4,19,8,14,0,0,53,2,15,0,12,12,6,0,0,0,35,5,0,50,12,0,35,20,58,0,20,0,0,Player1
13,2,1,6,0,0,26,5,18,0,10,14,0,0,0,0,45,6,0,23,10,0,2,1,31,0,1,0,0,Player2
3,10,4,30,0,0,40,5,9,0,5,5,1,0,0,0,24,1,0,57,5,0,17,15,50,0,15,0,0,Player1
10,15,0,0,0,0,19,4,11,0,9,9,2,0,0,0,25,4,0,20,9,0,24,3,25,0,3,0,0,Player2
4,9,5,6,0,0,22,0,19,0,0,10,2,0,0,0,18,0,0,28,0,0,12,7,15,0,7,0,0,Player1
3,6,0,8,0,0,18,8,26,0,12,21,0,0,0,0,25,6,0,21,12,0,15,3,27,0,3,0,0,Player2
6,14,6,7,0,0,28,0,14,0,0,3,3,0,0,0,17,0,0,37,0,0,20,13,16,0,13,0,0,Player1
13,15,0,14,0,0,14,5,27,0,9,17,2,0,0,0,31,5,0,30,9,0,28,2,35,0,2,0,0,Player2
5,6,1,5,0,0,16,1,13,0,4,10,0,0,0,0,19,1,0,17,4,0,11,5,18,0,5,0,0,Player2
11,4,2,0,0,0,51,4,23,0,11,18,4,0,0,0,34,3,0,11,11,0,12,7,26,0,7,0,0,Player2
19,9,0,6,0,0,16,5,13,0,9,6,2,0,0,0,39,4,0,35,9,0,15,2,33,0,2,0,0,Player2
2,7,2,3,0,0,30,5,7,0,15,6,3,0,0,0,31,8,0,14,15,0,10,6,45,0,6,0,0,Player2
8,12,1,6,0,0,24,7,12,0,16,7,2,0,0,0,30,6,0,19,16,0,18,4,38,0,4,0,0,Player2
4,12,7,3,0,0,77,3,33,0,10,25,3,0,0,0,39,3,0,21,10,0,13,21,24,0,21,0,0,Player1
6,12,2,2,0,0,32,1,19,0,17,11,2,0,0,0,25,6,0,25,17,0,15,4,53,0,4,0,0,Player2
6,11,3,3,0,0,31,6,16,0,12,12,3,0,0,0,47,6,0,24,12,0,17,5,40,0,5,0,0,Player2
4,8,6,10,0,0,34,2,6,0,6,3,8,0,0,0,16,1,0,26,6,0,11,10,25,0,10,0,0,Player1
15,11,4,9,0,0,88,3,71,0,20,50,12,0,0,0,91,9,0,33,20,0,19,18,20,0,18,0,0,Player2
13,17,7,9,0,0,57,5,36,0,15,26,7,0,0,0,62,7,0,62,15,0,31,17,43,0,17,0,0,Player1
15,14,4,12,0,0,44,1,16,0,11,12,3,0,0,0,48,5,0,57,11,0,21,15,61,0,15,0,0,Player2
10,14,5,22,0,0,23,2,11,0,1,8,3,0,0,0,33,0,0,50,1,0,16,10,18,0,10,0,0,Player1
5,22,5,7,0,0,19,6,18,0,8,12,4,0,0,0,18,1,0,45,8,0,31,11,40,0,11,0,0,Player1
9,17,0,1,0,0,22,1,10,0,13,8,2,0,0,0,45,4,0,16,13,0,23,0,27,0,0,0,0,Player2
7,12,4,12,0,0,67,8,19,0,10,14,5,0,0,0,39,3,0,46,10,0,14,12,55,0,12,0,0,Player1
29,22,5,10,0,0,72,5,18,0,8,14,23,0,0,0,59,4,0,45,8,0,35,10,49,0,10,0,0,Player2
5,5,0,4,0,0,18,3,15,0,10,10,0,0,0,0,36,6,0,14,10,0,9,3,23,0,3,0,0,Player2
14,10,0,3,0,0,22,1,6,0,8,6,0,0,0,0,28,5,0,17,8,0,16,0,33,0,0,0,0,Player2
5,20,3,17,0,0,26,2,17,0,4,12,3,0,0,0,20,1,0,44,4,0,23,4,33,0,4,0,0,Player1
22,39,4,25,0,0,48,6,29,0,21,21,8,0,0,0,71,6,0,76,21,0,56,12,72,0,12,0,0,Player2
13,12,1,7,0,0,13,1,15,0,13,9,1,0,0,0,41,6,0,25,13,0,20,2,36,0,2,0,0,Player2
12,5,0,8,0,0,14,3,8,0,6,5,0,0,0,0,40,3,0,31,6,0,14,3,40,0,3,0,0,Player2
26,29,0,23,0,0,34,4,11,0,7,9,3,0,0,0,59,1,0,73,7,0,36,1,41,0,1,0,0,Player2
9,6,0,9,0,0,42,3,17,0,13,12,2,0,0,0,35,3,0,17,13,0,9,0,39,0,0,0,0,Player2
4,14,3,7,0,0,37,1,58,0,2,30,3,0,0,0,26,0,0,37,2,0,16,11,19,0,11,0,0,Player1
13,20,1,11,0,0,31,3,19,0,8,15,5,0,0,0,45,3,0,43,8,0,29,4,29,0,4,0,0,Player2
5,21,5,9,0,0,42,4,14,0,9,7,4,0,0,0,52,4,0,55,9,0,37,14,46,0,14,0,0,Player1
12,9,0,3,0,0,19,1,21,0,10,17,1,0,0,0,42,5,0,26,10,0,13,1,29,0,1,0,0,Player2
4,7,6,5,0,0,42,1,23,0,5,15,1,0,0,0,16,2,0,25,5,0,10,9,30,0,9,0,0,Player1
7,3,1,5,0,0,33,1,8,0,7,8,1,0,0,0,29,4,0,13,7,0,5,4,37,0,4,0,0,Player2
11,9,2,18,0,0,45,0,19,0,0,10,2,0,0,0,27,0,0,34,0,0,13,9,25,0,9,0,0,Player1
13,32,3,12,0,0,46,3,29,0,10,19,1,0,0,0,48,3,0,47,10,0,48,4,55,0,4,0,0,Player2
20,8,2,13,0,0,64,3,37,0,17,27,7,0,0,0,78,5,0,36,17,0,19,7,35,0,7,0,0,Player2
13,8,9,6,0,0,67,5,24,0,19,18,5,0,0,0,38,7,0,36,19,0,15,17,66,0,17,0,0,Player1
9,30,8,0,0,0,94,4,24,0,25,15,11,0,0,0,49,9,0,45,25,0,49,25,84,0,25,0,0,Player1
13,16,3,6,0,0,27,3,14,0,13,11,0,0,0,0,24,6,0,37,13,0,19,12,47,0,12,0,0,Player2
1,20,7,7,0,0,23,0,2,0,5,1,4,0,0,0,8,1,0,45,5,0,25,9,24,0,9,0,0,Player1
10,28,2,9,0,0,28,3,23,0,13,16,1,0,0,0,48,5,0,39,13,0,41,5,47,0,5,0,0,Player2
5,12,2,23,0,0,27,1,9,0,0,5,3,0,0,0,19,0,0,44,0,0,23,4,38,0,4,0,0,Player1
11,16,0,8,0,0,20,2,26,0,16,23,4,0,0,0,46,3,0,42,16,0,18,1,41,0,1,0,0,Player2
6,17,2,11,0,0,28,1,29,0,12,21,2,0,0,0,39,5,0,38,12,0,29,7,42,0,7,0,0,Player2
1,9,7,6,0,0,65,3,25,0,13,20,3,0,0,0,30,2,0,24,13,0,13,11,24,0,11,0,0,Player1
2,3,4,6,0,0,22,1,3,0,1,2,0,0,0,0,8,0,0,24,1,0,4,9,17,0,9,0,0,Player1
9,22,6,11,0,0,44,10,23,0,11,17,3,0,0,0,34,2,0,47,11,0,25,15,42,0,15,0,0,Player1
12,18,2,1,0,0,26,2,15,0,15,12,0,0,0,0,32,8,0,21,15,0,28,2,41,0,2,0,0,Player2
7,16,4,9,0,0,31,1,23,0,7,19,4,0,0,0,32,1,0,37,7,0,23,9,36,0,9,0,0,Player1
14,18,0,19,0,0,12,5,13,0,7,12,1,0,0,0,34,3,0,37,7,0,28,0,41,0,0,0,0,Player2
8,8,6,10,0,0,43,2,26,0,4,21,5,0,0,0,31,1,0,47,4,0,9,14,25,0,14,0,0,Player1
15,10,8,16,0,0,75,0,20,0,12,16,4,0,0,0,51,7,0,44,12,0,12,21,51,0,21,0,0,Player1
7,15,2,6,0,0,20,3,16,0,11,14,1,0,0,0,32,8,0,25,11,0,23,5,30,0,5,0,0,Player2
6,28,5,20,0,0,47,1,53,0,18,43,3,0,0,0,49,4,0,66,18,0,44,9,61,0,9,0,0,Player2
1,9,7,6,0,0,32,0,4,0,0,2,3,0,0,0,11,0,0,30,0,0,11,7,16,0,7,0,0,Player1
5,15,6,21,0,0,60,0,37,0,6,27,2,0,0,0,43,2,0,62,6,0,22,16,47,0,16,0,0,Player1
7,31,3,8,0,0,46,3,12,0,4,9,5,0,0,0,29,0,0,47,4,0,37,11,61,0,11,0,0,Player1
3,11,5,0,0,0,31,2,14,0,6,9,2,0,0,0,14,2,0,23,6,0,14,8,22,0,8,0,0,Player1
2,17,4,1,0,0,20,0,4,0,2,3,0,0,0,0,8,1,0,33,2,0,19,12,26,0,12,0,0,Player1
0,5,4,0,0,0,37,2,4,0,1,3,3,0,0,0,8,1,0,15,1,0,7,8,21,0,8,0,0,Player1
